eval_dataset,fold,model,n_train,n_test,test_subjects,latent_corr_mean,residual_latent_corr_mean,pca_explained_variance,roi_corr_mean,roi_corr_median,roi_corr_positive_frac,spatial_corr_mean,spatial_corr_median,r2_uniform,r2_variance_weighted,best_epoch,best_val_mse,epochs_ran
Speeded_perceptual_judgments_confidence_OpenNeuro_ds002158,1,pooled_labram_shifted_null,55849,2501,sub-08 sub-09 sub-10 sub-11 sub-19 sub-21 sub-22,0.07415751193184406,nan,0.7979809641838074,0.12707307059099548,0.14705108851194382,0.84375,0.05363605863316361,0.05510004982352257,0.0054123057052493095,0.005412306170910597,1.0,1.0472622797467606,6.0
Speeded_perceptual_judgments_confidence_OpenNeuro_ds002158,1,pooled_labram_residual_mlp,55849,2501,sub-08 sub-09 sub-10 sub-11 sub-19 sub-21 sub-22,0.17525425320491195,-0.04348495774320327,0.7979809641838074,0.3810564879895537,0.34841348230838776,0.890625,0.3831535732418839,0.43260908126831055,0.20342952013015747,0.20342956483364105,1.0,0.9575028261475652,6.0
Speeded_perceptual_judgments_confidence_OpenNeuro_ds002158,1,pooled_labram_residual_shifted_null,55849,2501,sub-08 sub-09 sub-10 sub-11 sub-19 sub-21 sub-22,0.18345826340373605,0.04924083437072113,0.7979809641838074,0.3854557709728397,0.3528027683496475,0.90625,0.381982742166357,0.4387154281139374,0.20572520792484283,0.20572520792484283,1.0,0.9535363083337387,6.0
gradCPT_simultaneous_EEG_fMRI_DTI_OpenNeuro_ds006040,1,time_dataset_ridge,1952,1161,sub-005 sub-006 sub-007 sub-008 sub-014 sub-022 sub-024 sub-027 sub-028 sub-029,0.2019204655662179,nan,0.6301413178443909,0.15757457926520146,0.14113236963748932,0.859375,0.17022154571450998,0.2047039419412613,0.03276541829109192,0.03276541829109192,0.0,nan,0.0
gradCPT_simultaneous_EEG_fMRI_DTI_OpenNeuro_ds006040,1,single_labram_ridge,1952,1161,sub-005 sub-006 sub-007 sub-008 sub-014 sub-022 sub-024 sub-027 sub-028 sub-029,0.0025742430007085204,nan,0.6301413178443909,0.002869636284231092,0.0013188125449232757,0.515625,-0.0013874360096088226,-0.011531987227499485,-0.3067592680454254,-0.3067592680454254,0.0,nan,0.0
gradCPT_simultaneous_EEG_fMRI_DTI_OpenNeuro_ds006040,1,pooled_labram_mlp,57189,1161,sub-005 sub-006 sub-007 sub-008 sub-014 sub-022 sub-024 sub-027 sub-028 sub-029,-0.009975114051485434,nan,0.6301413178443909,-0.001826098754463601,0.0019781841547228396,0.515625,-0.000558582692297763,-0.0009200884378515184,-0.0017838748171925545,-0.0017838749336078763,1.0,1.0334141998929163,6.0
gradCPT_simultaneous_EEG_fMRI_DTI_OpenNeuro_ds006040,1,pooled_labram_shifted_null,57189,1161,sub-005 sub-006 sub-007 sub-008 sub-014 sub-022 sub-024 sub-027 sub-028 sub-029,-0.011112804931144638,nan,0.6301413178443909,-0.006699512909108307,-0.009775025770068169,0.421875,-0.0012419983432475801,-0.002469549421221018,-0.001306990161538124,-0.0013069900451228023,1.0,1.036465596975447,6.0
gradCPT_simultaneous_EEG_fMRI_DTI_OpenNeuro_ds006040,1,pooled_labram_residual_mlp,57189,1161,sub-005 sub-006 sub-007 sub-008 sub-014 sub-022 sub-024 sub-027 sub-028 sub-029,0.20254955952987075,0.010313690814655274,0.6301413178443909,0.1590057335270103,0.14305806159973145,0.859375,0.16915743141832665,0.19354140758514404,0.03227397799491882,0.032273970544338226,1.0,0.9543354072535348,6.0
gradCPT_simultaneous_EEG_fMRI_DTI_OpenNeuro_ds006040,1,pooled_labram_residual_shifted_null,57189,1161,sub-005 sub-006 sub-007 sub-008 sub-014 sub-022 sub-024 sub-027 sub-028 sub-029,0.20304501755163074,0.02645819867029786,0.6301413178443909,0.15843312669312581,0.14225803315639496,0.859375,0.16755399598401524,0.20073746144771576,0.0324527733027935,0.032452769577503204,1.0,0.9451382754017429,6.0
natview,1,time_dataset_ridge,3654,2173,sub-04 sub-05 sub-06 sub-07 sub-15 sub-18 sub-21 sub-22,-0.0041416684398427606,nan,0.75674968957901,-0.013459745737200136,-0.012776578310877085,0.19,-0.0032398412549893727,-0.0058296495117247105,-4.481434734771028e-05,-4.4814343709731475e-05,0.0,nan,0.0
natview,1,single_labram_ridge,3654,2173,sub-04 sub-05 sub-06 sub-07 sub-15 sub-18 sub-21 sub-22,0.0012167675886303186,nan,0.75674968957901,0.023243331200501417,0.022698985412716866,0.97,-0.0059397719273094245,-0.004215288907289505,0.0004944324609823525,0.0004944324609823525,0.0,nan,0.0
natview,1,pooled_labram_mlp,56177,2173,sub-04 sub-05 sub-06 sub-07 sub-15 sub-18 sub-21 sub-22,-0.00889096679384238,nan,0.75674968957901,0.00907531402692257,0.00914634857326746,0.75,-0.002817240548146938,-0.001641973853111267,-0.0005140322609804571,-0.0005140322609804571,1.0,1.0246199354291075,6.0
natview,1,pooled_labram_shifted_null,56177,2173,sub-04 sub-05 sub-06 sub-07 sub-15 sub-18 sub-21 sub-22,-0.01434771652566269,nan,0.75674968957901,-0.025263592270021035,-0.029536297544836998,0.12,-0.0017554569819534314,-0.003608645172789693,-0.0006701719830743968,-0.000670171866659075,1.0,1.0227964915202008,6.0
natview,1,pooled_labram_residual_mlp,56177,2173,sub-04 sub-05 sub-06 sub-07 sub-15 sub-18 sub-21 sub-22,0.00141931590042077,0.0023877432104200125,0.75674968957901,0.011798086683338625,0.010373000521212816,0.78,-6.877541042895075e-05,-0.00017941270198207349,-0.0035641747526824474,-0.0035641747526824474,1.0,0.9350572444309295,6.0
natview,1,pooled_labram_residual_shifted_null,56177,2173,sub-04 sub-05 sub-06 sub-07 sub-15 sub-18 sub-21 sub-22,-0.0016988917486742139,-0.0010003992938436568,0.75674968957901,-0.016549868678121128,-0.01645482052117586,0.1,0.000935847179906754,0.00791764073073864,-0.0005669939564540982,-0.0005669939564540982,1.0,0.9307991499510556,6.0
