fold,method,target_mode,n_train,n_test,test_subjects,x_dim,y_dim,n_components,latent_corr_mean,latent_corr_median,row_corr_mean,row_corr_median,r2,retrieval_top1,retrieval_top5,retrieval_mrr,retrieval_median_rank,retrieval_rank_percentile_mean,diag_minus_offdiag
2,ridge,real,3426,1929,within_run_block_2,64,16,0,-0.020720686778076924,-0.028399715200066566,-0.0023966436385242976,0.004445910453796387,-0.01056770734542778,0.007776049766718507,0.06168999481596682,0.05585093669928975,43.0,0.5107607637859316,0.009721902858077724
2,pls,real,3426,1929,within_run_block_2,64,16,8,-0.011523889930685982,-0.01761210896074772,0.008616465688564202,-0.005571445915848017,-0.015155982260469436,0.008812856402280975,0.05702436495593572,0.05742851158277956,44.0,0.5116096281960025,0.01288714252609949
2,cca_shared,real,3426,1929,within_run_block_2,64,16,8,-0.020392838050611317,-0.02518810611218214,-0.015400474182412702,-0.016817806288599968,-1.1091226015436644,0.007257646448937273,0.04924831518921721,0.05337046126964275,44.0,0.5022796340196982,0.0016140483442509865
2,ridge,shifted_null,3426,1929,within_run_block_2,64,16,0,-0.0010856435110326856,-0.006679608952254057,0.0009711045618427308,-0.009607210755348206,-0.011282582488376658,0.00933125972006221,0.05702436495593572,0.055363230066258234,44.0,0.4985444530532871,-0.002897568532402034
2,pls,shifted_null,3426,1929,within_run_block_2,64,16,8,-3.3922849979717284e-05,-0.002905725094024092,0.0020176915454841425,-0.0014916479121893644,-0.025579386202958743,0.011404872991187144,0.05028512182477968,0.05510781959033675,45.0,0.5001721372036937,0.0013779729910902408
2,cca_shared,shifted_null,3426,1929,within_run_block_2,64,16,8,-0.0009894452523440123,-0.01128136646002531,-0.0013062616612495707,0.0016993158496916294,-0.9678365244795055,0.008812856402280975,0.04924831518921721,0.054572144858303466,45.0,0.49631588352244427,-0.005332204108806731
3,train_mean,real,3408,1959,within_run_block_3,64,16,0,nan,nan,nan,nan,-0.000492072372978658,0.0,0.0,0.02220708866243088,48.5,0.5,0.0
3,time_ridge,real,3408,1959,within_run_block_3,15,16,0,-0.005074054191936739,0.004473592503927648,-0.01806001500747128,-0.031111713498830795,-0.010314349898624009,0.010719754977029096,0.04849412965798877,0.05322981517625528,47.0,0.4859244336294154,-0.028306265325829607
3,ridge,real,3408,1959,within_run_block_3,64,16,0,-0.020624415948987007,-0.016699184197932482,-0.01809597224661022,-0.020848901942372322,-0.01162901074679712,0.010209290454313425,0.05717202654415518,0.05673854155665564,45.0,0.49874836976638043,-0.00017126608456708827
3,pls,real,3408,1959,within_run_block_3,64,16,8,-0.015049302368424833,-0.02081830333918333,-0.01983225335197185,-0.019686907529830933,-0.02251277378631844,0.007656967840735069,0.05410923940786115,0.05366076284193476,45.0,0.4964763934714832,-0.005987976460388325
3,cca_shared,real,3408,1959,within_run_block_3,64,16,8,-0.021305085785570554,-0.031139974482357502,-0.017541265186371693,-0.012413647025823593,-0.9990041963357503,0.01174068402246044,0.05410923940786115,0.05701780204629568,45.0,0.5016387741833311,0.004623187849013344
3,ridge,shifted_null,3408,1959,within_run_block_3,64,16,0,0.002641866449266672,-0.005143048474565148,0.004605620155194627,0.010807190090417862,-0.01119332442085641,0.009698825931597753,0.06533945890760592,0.05704481626350862,46.0,0.4966114988479961,-0.013082634993809806
3,pls,shifted_null,3408,1959,within_run_block_3,64,16,8,-0.002134840120561421,-0.010265393182635307,0.003267552140632962,0.011088110506534576,-0.021071855787099025,0.014293006636038795,0.05615109749872384,0.05865616000792976,45.0,0.4925244575679077,-0.011711045024332713
3,cca_shared,shifted_null,3408,1959,within_run_block_3,64,16,8,-0.0021110066736582667,0.0021815411746501923,-0.002091329010915284,0.013015206903219223,-0.9804075627528004,0.014803471158754467,0.05972434915773354,0.05879674340093042,45.0,0.4943753276824085,-0.006428404304555046
